store_id,product_id,qty_on_hand,reorder_level,last_restocked,status
S002,P0098,121,45,2024-10-20,In Stock
S002,P0009,165,30,2024-11-27,In Stock
S002,P0071,118,44,2024-11-23,In Stock
S002,P0055,146,45,2024-11-03,In Stock
S002,P0099,106,42,2024-10-04,In Stock
S002,P0014,50,50,2024-10-11,In Stock
S002,P0029,3,38,2024-10-18,Low Stock
S002,P0178,193,19,2024-11-18,In Stock
S002,P0095,4,27,2024-10-16,Low Stock
S002,P0152,99,21,2024-10-15,In Stock
S002,P0144,67,42,2024-11-25,In Stock
S002,P0011,162,40,2024-10-06,In Stock
S002,P0212,8,32,2024-11-28,Low Stock
S002,P0018,158,16,2024-11-11,In Stock
S002,P0158,19,48,2024-11-14,Low Stock
S002,P0191,47,41,2024-10-31,In Stock
S002,P0205,1,50,2024-11-27,Low Stock
S002,P0172,161,15,2024-11-30,In Stock
S002,P0084,120,28,2024-10-07,In Stock
S002,P0104,139,25,2024-11-20,In Stock
S002,P0194,146,50,2024-10-24,In Stock
S002,P0046,9,35,2024-11-30,Low Stock
S002,P0015,163,41,2024-11-25,In Stock
S002,P0123,76,50,2024-10-27,In Stock
S002,P0036,18,25,2024-11-22,Low Stock
S002,P0184,36,43,2024-11-04,Low Stock
S002,P0222,4,46,2024-11-21,Low Stock
S002,P0155,162,13,2024-11-12,In Stock
S002,P0127,139,45,2024-10-23,In Stock
S002,P0040,99,24,2024-11-22,In Stock
S002,P0188,187,40,2024-10-08,In Stock
S002,P0181,114,44,2024-11-13,In Stock
S002,P0041,194,27,2024-10-31,In Stock
S002,P0045,42,31,2024-11-21,In Stock
S002,P0214,130,41,2024-11-12,In Stock
S002,P0160,70,45,2024-10-11,In Stock
S002,P0111,123,19,2024-11-04,In Stock
S002,P0089,158,45,2024-11-09,In Stock
S002,P0086,122,46,2024-10-12,In Stock
S002,P0115,158,11,2024-11-27,In Stock
S002,P0207,26,34,2024-10-18,Low Stock
S002,P0027,101,14,2024-11-08,In Stock
S002,P0017,189,13,2024-11-24,In Stock
S002,P0175,2,19,2024-11-04,Low Stock
S002,P0161,76,14,2024-11-24,In Stock
S002,P0047,140,46,2024-11-15,In Stock
S002,P0119,152,29,2024-11-25,In Stock
S002,P0218,63,17,2024-11-10,In Stock
S002,P0035,45,29,2024-11-07,In Stock
S002,P0129,87,11,2024-11-08,In Stock
S002,P0143,1,18,2024-11-09,Low Stock
S002,P0134,154,32,2024-11-27,In Stock
S002,P0196,170,44,2024-10-23,In Stock
S002,P0091,152,17,2024-10-20,In Stock
S002,P0022,19,45,2024-10-17,Low Stock
S002,P0182,117,28,2024-10-21,In Stock
S002,P0187,39,16,2024-11-21,In Stock
S002,P0037,100,25,2024-11-08,In Stock
S002,P0097,8,16,2024-11-28,Low Stock
S002,P0050,102,29,2024-11-30,In Stock
S002,P0010,131,46,2024-11-12,In Stock
S002,P0100,115,43,2024-10-19,In Stock
S002,P0221,34,46,2024-10-19,Low Stock
S002,P0024,151,21,2024-11-16,In Stock
S002,P0162,122,11,2024-10-26,In Stock
S002,P0107,186,31,2024-11-17,In Stock
S002,P0074,32,47,2024-11-01,Low Stock
S002,P0141,34,43,2024-10-10,Low Stock
S002,P0179,174,49,2024-10-24,In Stock
S002,P0103,27,19,2024-11-01,In Stock
S002,P0171,158,48,2024-10-05,In Stock
S002,P0039,93,16,2024-10-29,In Stock
S002,P0070,178,47,2024-11-21,In Stock
S002,P0044,54,37,2024-10-05,In Stock
S002,P0114,119,16,2024-11-17,In Stock
S002,P0163,46,37,2024-11-22,In Stock
S002,P0192,8,37,2024-10-28,Low Stock
S002,P0148,169,17,2024-11-26,In Stock
S002,P0021,170,10,2024-10-17,In Stock
S002,P0139,3,21,2024-10-27,Low Stock
S002,P0013,120,14,2024-11-13,In Stock
S002,P0073,166,21,2024-10-04,In Stock
S002,P0067,158,18,2024-10-05,In Stock
S002,P0151,100,45,2024-10-19,In Stock
S002,P0201,24,41,2024-10-30,Low Stock
S002,P0154,47,36,2024-10-29,In Stock
S002,P0110,70,42,2024-10-25,In Stock
S002,P0002,54,39,2024-11-18,In Stock
S002,P0063,14,37,2024-11-13,Low Stock
S002,P0072,171,41,2024-11-28,In Stock
S002,P0173,81,33,2024-10-08,In Stock
S002,P0216,147,46,2024-11-01,In Stock
S002,P0003,174,47,2024-11-18,In Stock
S002,P0220,114,44,2024-10-29,In Stock
S002,P0153,52,19,2024-10-09,In Stock
S002,P0007,163,10,2024-10-15,In Stock
S002,P0061,114,24,2024-11-03,In Stock
S003,P0157,88,28,2024-10-14,In Stock
S003,P0128,199,26,2024-11-30,In Stock
S003,P0108,94,25,2024-10-15,In Stock
S003,P0145,16,24,2024-11-07,Low Stock
S003,P0079,70,45,2024-10-31,In Stock
S003,P0212,160,32,2024-11-14,In Stock
S003,P0088,100,16,2024-11-20,In Stock
S003,P0071,55,44,2024-10-27,In Stock
S003,P0134,28,32,2024-10-21,Low Stock
S003,P0148,108,17,2024-11-17,In Stock
S003,P0170,61,48,2024-11-05,In Stock
S003,P0107,126,31,2024-10-26,In Stock
S003,P0029,141,38,2024-10-12,In Stock
S003,P0118,198,38,2024-11-03,In Stock
S003,P0113,135,44,2024-10-13,In Stock
S003,P0144,196,42,2024-10-21,In Stock
S003,P0174,178,31,2024-11-26,In Stock
S003,P0031,31,28,2024-11-07,In Stock
S003,P0203,80,30,2024-10-04,In Stock
S003,P0024,5,21,2024-11-16,Low Stock
S003,P0082,60,24,2024-10-11,In Stock
S003,P0058,12,34,2024-10-16,Low Stock
S003,P0008,71,50,2024-11-16,In Stock
S003,P0110,93,42,2024-11-04,In Stock
S003,P0037,120,25,2024-10-18,In Stock
S003,P0076,83,41,2024-11-09,In Stock
S003,P0149,34,48,2024-11-01,Low Stock
S003,P0155,184,13,2024-11-05,In Stock
S003,P0189,147,15,2024-10-07,In Stock
S003,P0167,119,46,2024-10-21,In Stock
S003,P0213,169,50,2024-11-12,In Stock
S003,P0138,115,21,2024-11-25,In Stock
S003,P0177,111,33,2024-10-29,In Stock
S003,P0193,149,43,2024-11-09,In Stock
S003,P0139,190,21,2024-11-13,In Stock
S003,P0018,145,16,2024-10-03,In Stock
S003,P0036,114,25,2024-10-15,In Stock
S003,P0154,67,36,2024-11-12,In Stock
S003,P0034,18,19,2024-11-12,Low Stock
S003,P0062,111,39,2024-10-10,In Stock
S003,P0165,21,32,2024-11-12,Low Stock
S003,P0219,25,15,2024-11-09,In Stock
S003,P0199,184,44,2024-11-12,In Stock
S003,P0187,156,16,2024-11-18,In Stock
S003,P0011,163,40,2024-10-24,In Stock
S003,P0045,138,31,2024-11-21,In Stock
S003,P0137,153,48,2024-10-11,In Stock
S003,P0176,42,45,2024-10-30,Low Stock
S003,P0209,140,21,2024-11-28,In Stock
S003,P0004,70,17,2024-10-18,In Stock
S003,P0103,57,19,2024-11-22,In Stock
S003,P0005,1,39,2024-11-05,Low Stock
S003,P0194,196,50,2024-10-20,In Stock
S003,P0038,52,31,2024-11-22,In Stock
S003,P0207,200,34,2024-10-23,In Stock
S003,P0119,16,29,2024-11-02,Low Stock
S003,P0179,43,49,2024-10-02,Low Stock
S003,P0057,165,28,2024-11-09,In Stock
S003,P0043,30,30,2024-11-18,In Stock
S003,P0017,35,13,2024-11-22,In Stock
S003,P0086,74,46,2024-11-15,In Stock
S003,P0208,169,14,2024-11-19,In Stock
S003,P0006,51,44,2024-10-06,In Stock
S003,P0217,139,45,2024-10-16,In Stock
S003,P0183,101,48,2024-11-10,In Stock
S003,P0192,74,37,2024-11-19,In Stock
S003,P0052,76,10,2024-10-09,In Stock
S003,P0028,107,26,2024-10-03,In Stock
S003,P0124,85,28,2024-11-26,In Stock
S003,P0007,113,10,2024-10-10,In Stock
S003,P0109,96,34,2024-11-21,In Stock
S003,P0096,150,37,2024-11-02,In Stock
S003,P0025,147,48,2024-11-10,In Stock
S003,P0222,122,46,2024-11-23,In Stock
S003,P0141,188,43,2024-10-08,In Stock
S003,P0162,134,11,2024-10-16,In Stock
S003,P0168,95,38,2024-10-13,In Stock
S003,P0051,72,36,2024-10-15,In Stock
S003,P0026,195,30,2024-10-27,In Stock
S003,P0164,69,31,2024-10-22,In Stock
S003,P0202,157,37,2024-10-13,In Stock
S003,P0146,48,26,2024-11-11,In Stock
S003,P0016,192,36,2024-11-26,In Stock
S003,P0102,19,20,2024-11-01,Low Stock
S003,P0042,6,26,2024-11-16,Low Stock
S003,P0100,183,43,2024-11-18,In Stock
S003,P0093,80,35,2024-10-26,In Stock
S003,P0210,11,38,2024-10-07,Low Stock
S003,P0224,15,38,2024-11-12,Low Stock
S003,P0015,122,41,2024-10-27,In Stock
S003,P0053,135,43,2024-11-07,In Stock
S003,P0044,107,37,2024-11-28,In Stock
S003,P0185,133,37,2024-10-24,In Stock
S003,P0161,87,14,2024-10-08,In Stock
S003,P0065,119,11,2024-11-03,In Stock
S003,P0173,112,33,2024-10-28,In Stock
S003,P0198,51,12,2024-11-01,In Stock
S003,P0206,21,48,2024-10-30,Low Stock
S003,P0156,175,37,2024-10-09,In Stock
S003,P0046,50,35,2024-11-15,In Stock
S003,P0175,105,19,2024-11-30,In Stock
S003,P0151,144,45,2024-11-10,In Stock
S003,P0073,151,21,2024-11-11,In Stock
S003,P0074,92,47,2024-11-28,In Stock
S003,P0178,95,19,2024-12-01,In Stock
S003,P0197,22,21,2024-11-25,In Stock
S003,P0067,103,18,2024-11-10,In Stock
S003,P0120,5,28,2024-11-02,Low Stock
S003,P0090,113,28,2024-10-13,In Stock
S003,P0063,143,37,2024-10-25,In Stock
S003,P0077,103,22,2024-10-26,In Stock
S003,P0136,12,45,2024-10-27,Low Stock
S003,P0014,193,50,2024-11-20,In Stock
S003,P0166,49,26,2024-10-02,In Stock
S003,P0081,194,23,2024-10-29,In Stock
S003,P0105,67,36,2024-11-25,In Stock
S003,P0059,112,13,2024-11-04,In Stock
S003,P0169,17,39,2024-10-10,Low Stock
S003,P0205,33,50,2024-11-10,Low Stock
S003,P0182,22,28,2024-11-22,Low Stock
S003,P0114,98,16,2024-10-09,In Stock
S003,P0040,70,24,2024-11-04,In Stock
S003,P0195,182,25,2024-11-06,In Stock
S003,P0070,26,47,2024-11-03,Low Stock
S003,P0104,90,25,2024-11-26,In Stock
S003,P0147,104,37,2024-11-22,In Stock
S003,P0022,137,45,2024-10-15,In Stock
S003,P0098,171,45,2024-11-27,In Stock
S003,P0055,48,45,2024-10-06,In Stock
S003,P0130,21,39,2024-10-09,Low Stock
S003,P0191,200,41,2024-11-23,In Stock
S003,P0221,143,46,2024-10-17,In Stock
S003,P0041,65,27,2024-10-12,In Stock
S003,P0033,13,26,2024-10-06,Low Stock
S003,P0021,70,10,2024-11-06,In Stock
S004,P0215,32,29,2024-10-22,In Stock
S004,P0205,42,50,2024-10-17,Low Stock
S004,P0117,95,39,2024-11-29,In Stock
S004,P0214,137,41,2024-10-06,In Stock
S004,P0225,170,32,2024-10-26,In Stock
S004,P0001,37,30,2024-10-23,In Stock
S004,P0040,101,24,2024-11-25,In Stock
S004,P0123,165,50,2024-11-29,In Stock
S004,P0153,168,19,2024-11-26,In Stock
S004,P0179,147,49,2024-11-10,In Stock
S004,P0099,34,42,2024-10-05,Low Stock
S004,P0221,192,46,2024-11-26,In Stock
S004,P0024,141,21,2024-10-13,In Stock
S004,P0188,151,40,2024-11-21,In Stock
S004,P0073,96,21,2024-10-30,In Stock
S004,P0148,38,17,2024-10-23,In Stock
S004,P0120,86,28,2024-10-26,In Stock
S004,P0072,3,41,2024-11-19,Low Stock
S004,P0068,105,33,2024-10-13,In Stock
S004,P0049,17,20,2024-11-08,Low Stock
S004,P0082,106,24,2024-11-19,In Stock
S004,P0166,174,26,2024-11-25,In Stock
S004,P0011,105,40,2024-10-28,In Stock
S004,P0200,97,31,2024-11-04,In Stock
S004,P0141,115,43,2024-10-06,In Stock
S004,P0005,97,39,2024-10-13,In Stock
S004,P0118,34,38,2024-11-29,Low Stock
S004,P0052,109,10,2024-10-30,In Stock
S004,P0091,44,17,2024-11-16,In Stock
S004,P0045,24,31,2024-11-28,Low Stock
S004,P0146,30,26,2024-11-17,In Stock
S004,P0174,169,31,2024-11-25,In Stock
S004,P0103,93,19,2024-10-20,In Stock
S004,P0113,178,44,2024-11-11,In Stock
S004,P0067,49,18,2024-10-04,In Stock
S004,P0037,6,25,2024-10-29,Low Stock
S004,P0058,108,34,2024-11-16,In Stock
S004,P0060,72,10,2024-11-11,In Stock
S004,P0004,6,17,2024-11-29,Low Stock
S004,P0051,17,36,2024-10-17,Low Stock
S004,P0180,62,36,2024-11-26,In Stock
S004,P0190,68,29,2024-11-08,In Stock
S004,P0143,19,18,2024-10-28,In Stock
S004,P0050,147,29,2024-11-26,In Stock
S004,P0017,21,13,2024-10-11,In Stock
S004,P0192,118,37,2024-11-21,In Stock
S004,P0085,89,14,2024-10-07,In Stock
S004,P0162,110,11,2024-10-25,In Stock
S004,P0191,199,41,2024-11-19,In Stock
S004,P0204,43,38,2024-11-26,In Stock
S004,P0129,127,11,2024-11-28,In Stock
S004,P0163,177,37,2024-11-13,In Stock
S004,P0023,85,30,2024-10-20,In Stock
S004,P0216,194,46,2024-11-07,In Stock
S004,P0193,10,43,2024-10-02,Low Stock
S004,P0041,43,27,2024-10-10,In Stock
S004,P0093,165,35,2024-10-07,In Stock
S004,P0094,123,37,2024-11-05,In Stock
S004,P0184,78,43,2024-11-17,In Stock
S004,P0016,0,36,2024-11-29,Low Stock
S004,P0220,121,44,2024-10-13,In Stock
S004,P0125,130,20,2024-10-15,In Stock
S004,P0126,196,17,2024-10-05,In Stock
S004,P0177,163,33,2024-10-29,In Stock
S004,P0171,15,48,2024-11-13,Low Stock
S004,P0160,148,45,2024-10-29,In Stock
S004,P0015,97,41,2024-10-18,In Stock
S004,P0136,108,45,2024-10-18,In Stock
S004,P0012,185,29,2024-10-13,In Stock
S004,P0185,54,37,2024-11-30,In Stock
S004,P0169,170,39,2024-10-18,In Stock
S004,P0034,47,19,2024-10-11,In Stock
S004,P0036,80,25,2024-11-08,In Stock
S004,P0048,58,47,2024-10-09,In Stock
S004,P0164,186,31,2024-10-03,In Stock
S004,P0089,90,45,2024-11-01,In Stock
S004,P0178,184,19,2024-10-17,In Stock
S004,P0114,144,16,2024-12-01,In Stock
S004,P0144,77,42,2024-11-07,In Stock
S004,P0038,172,31,2024-10-21,In Stock
S004,P0112,139,49,2024-11-20,In Stock
S004,P0084,82,28,2024-10-11,In Stock
S004,P0121,138,13,2024-10-10,In Stock
S004,P0028,120,26,2024-11-09,In Stock
S004,P0131,82,17,2024-12-01,In Stock
S004,P0111,138,19,2024-11-18,In Stock
S004,P0197,112,21,2024-10-21,In Stock
S004,P0108,92,25,2024-10-30,In Stock
S004,P0152,59,21,2024-10-14,In Stock
S004,P0032,20,13,2024-11-06,In Stock
S004,P0078,102,11,2024-10-22,In Stock
S004,P0150,55,16,2024-10-06,In Stock
S004,P0066,118,12,2024-10-13,In Stock
S004,P0029,166,38,2024-10-27,In Stock
S004,P0046,58,35,2024-10-17,In Stock
S004,P0031,81,28,2024-10-08,In Stock
S004,P0018,129,16,2024-10-09,In Stock
S004,P0124,42,28,2024-10-19,In Stock
S004,P0095,159,27,2024-10-04,In Stock
S004,P0208,66,14,2024-10-28,In Stock
S004,P0007,107,10,2024-11-10,In Stock
S004,P0003,132,47,2024-11-21,In Stock
S004,P0195,70,25,2024-10-19,In Stock
S004,P0119,2,29,2024-11-21,Low Stock
S004,P0172,133,15,2024-11-09,In Stock
S004,P0088,48,16,2024-10-25,In Stock
S004,P0207,158,34,2024-10-08,In Stock
S004,P0222,10,46,2024-10-15,Low Stock
S004,P0139,95,21,2024-11-06,In Stock
S004,P0022,168,45,2024-10-29,In Stock
S004,P0071,58,44,2024-10-14,In Stock
S004,P0105,91,36,2024-10-19,In Stock
S004,P0147,24,37,2024-10-28,Low Stock
S004,P0132,185,19,2024-10-06,In Stock
S004,P0010,10,46,2024-10-25,Low Stock
S004,P0149,109,48,2024-10-08,In Stock
S004,P0218,32,17,2024-10-04,In Stock
S004,P0039,56,16,2024-11-23,In Stock
S004,P0076,167,41,2024-11-22,In Stock
S004,P0026,4,30,2024-11-08,Low Stock
S004,P0223,143,25,2024-10-31,In Stock
S004,P0201,22,41,2024-10-03,Low Stock
S004,P0100,118,43,2024-11-19,In Stock
S004,P0211,35,14,2024-10-08,In Stock
S004,P0156,117,37,2024-11-27,In Stock
S004,P0070,55,47,2024-11-21,In Stock
S004,P0116,128,21,2024-11-04,In Stock
S004,P0176,96,45,2024-11-03,In Stock
S004,P0106,164,47,2024-11-24,In Stock
S004,P0138,126,21,2024-11-16,In Stock
S004,P0021,17,10,2024-11-29,In Stock
S004,P0186,174,42,2024-10-29,In Stock
S004,P0203,59,30,2024-10-06,In Stock
S004,P0210,72,38,2024-11-18,In Stock
S004,P0142,35,16,2024-10-25,In Stock
S005,P0015,38,41,2024-11-24,Low Stock
S005,P0148,31,17,2024-10-14,In Stock
S005,P0102,194,20,2024-11-08,In Stock
S005,P0215,198,29,2024-10-03,In Stock
S005,P0027,17,14,2024-11-10,In Stock
S005,P0121,148,13,2024-11-22,In Stock
S005,P0014,20,50,2024-10-06,Low Stock
S005,P0120,181,28,2024-10-24,In Stock
S005,P0079,124,45,2024-10-03,In Stock
S005,P0140,153,38,2024-10-22,In Stock
S005,P0197,139,21,2024-10-14,In Stock
S005,P0066,58,12,2024-11-03,In Stock
S005,P0097,0,16,2024-11-01,Low Stock
S005,P0025,19,48,2024-11-04,Low Stock
S005,P0113,24,44,2024-10-03,Low Stock
S005,P0118,126,38,2024-10-20,In Stock
S005,P0207,36,34,2024-11-12,In Stock
S005,P0124,185,28,2024-11-06,In Stock
S005,P0172,54,15,2024-11-08,In Stock
S005,P0039,123,16,2024-10-25,In Stock
S005,P0183,150,48,2024-11-25,In Stock
S005,P0184,164,43,2024-11-02,In Stock
S005,P0131,70,17,2024-11-11,In Stock
S005,P0072,131,41,2024-10-26,In Stock
S005,P0185,153,37,2024-10-28,In Stock
S005,P0085,191,14,2024-10-19,In Stock
S005,P0191,158,41,2024-10-22,In Stock
S005,P0058,137,34,2024-11-04,In Stock
S005,P0225,52,32,2024-10-03,In Stock
S005,P0189,62,15,2024-10-23,In Stock
S005,P0070,60,47,2024-11-15,In Stock
S005,P0117,193,39,2024-10-11,In Stock
S005,P0119,70,29,2024-10-08,In Stock
S005,P0177,3,33,2024-11-22,Low Stock
S005,P0017,50,13,2024-11-17,In Stock
S005,P0048,176,47,2024-10-08,In Stock
S005,P0153,180,19,2024-10-05,In Stock
S005,P0179,81,49,2024-11-21,In Stock
S005,P0133,168,33,2024-10-18,In Stock
S005,P0205,175,50,2024-11-25,In Stock
S005,P0223,129,25,2024-11-05,In Stock
S005,P0049,30,20,2024-10-22,In Stock
S005,P0222,151,46,2024-11-05,In Stock
S005,P0037,116,25,2024-10-27,In Stock
S005,P0226,70,17,2024-10-11,In Stock
S005,P0022,24,45,2024-11-26,Low Stock
S005,P0023,169,30,2024-11-14,In Stock
S005,P0135,55,50,2024-10-21,In Stock
S005,P0152,141,21,2024-10-23,In Stock
S005,P0084,199,28,2024-10-10,In Stock
S005,P0103,67,19,2024-11-25,In Stock
S005,P0055,97,45,2024-11-18,In Stock
S005,P0046,33,35,2024-10-06,Low Stock
S005,P0128,159,26,2024-11-23,In Stock
S005,P0164,101,31,2024-11-14,In Stock
S005,P0061,169,24,2024-10-31,In Stock
S005,P0100,154,43,2024-10-31,In Stock
S005,P0101,53,18,2024-11-25,In Stock
S005,P0138,30,21,2024-10-20,In Stock
S005,P0156,78,37,2024-10-07,In Stock
S005,P0002,73,39,2024-10-29,In Stock
